,A,B,C
3124,DESC,def, What is a First World country ?
3125,HUM,ind, Who was Shakespeare 's Moorish general ?
3126,LOC,mount, What 's the second-highest mountain in the world ?
3127,LOC,country, What country was Erich Honecker the leader of ?
3128,DESC,manner, How does salt melt ice and snow ?
3129,LOC,city," What two Japanese cities are spelled with the letters K , O , O , T and Y ?"
3130,DESC,def, What does laser stand for ?
3131,HUM,ind, Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?
3132,LOC,other, Where did Wile E. Coyote always get his devices ?
3133,NUM,dist, How far away is the moon ?
3134,HUM,ind, What famous film and TV cowboy lent his name to a fast food chain ?
3135,DESC,def, What is mandibulofacial dysostosis ?
3136,DESC,reason, What was the reason for the partition of the Anglican and Vatican churches ?
3137,DESC,def, What is Butterfield 8 in Butterfield 8 ?
3138,HUM,ind, Who famously rode to warn the people of Massachusetts that the British were coming ?
3139,ABBR,exp, What is DTMF ?
3140,ENTY,cremat," Name a movie that the actress , Sandra Bullock , had a role in ."
3141,ENTY,other," What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?"
3142,HUM,ind, Who commanded the French forces at the Battle of Orleans ?
3143,LOC,other, Where can an individual get a contact lens tested that burned the entire surface of eye when new ?
3144,LOC,country, What countries does the Mont Blanc Tunnel join ?
3145,ENTY,veh, What ill-fated craft was captained by Ernst Lehmann ?
3146,NUM,date, When did Amtrak begin operations ?
3147,NUM,count, How many bones are in the human hand ?
3148,NUM,count, How many chemical elements are there ?
3149,LOC,state, What eastern state sprouted the first commercial nuclear power plant in the U.S. ?
3150,LOC,country, What are the three most populated countries in the world ?
3151,HUM,ind, Who led the opposition when Konrad Adenauer was Chancellor in Germany ?
3152,NUM,count, What is the current population for these countries 
3153,NUM,period, What is the youngest age a boy or girl can have an orgasm ?
3154,ENTY,color, What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?
3155,DESC,desc, What is the origin of the candy cane at Christmas ?
3156,ENTY,product, What is the brand name of a chemical used to control ripening ?
3157,ENTY,animal, What terror of the sea did Johnny Horton sing about ?
3158,LOC,other, What is the largest office block in the world ?
3159,HUM,ind, Who turned all he touched to gold ?
3160,ENTY,dismed, What is the medical term for cancer of the blood ?
3161,HUM,ind, Who plays shortstop for Charlie Brown 's baseball team ?
3162,LOC,country, What country did the Romans call Hibernia ?
3163,HUM,ind, Who was the most famous food editor of The New York Times ?
3164,NUM,count, How many dogs pull a sled in the Iditarod ?
3165,ENTY,termeq, What 's a male witch called ?
3166,NUM,period, How long does cocaine stay in your system ?
3167,LOC,country, What two countries fought the Hundred Years ' War ?
3168,HUM,ind, Who was the last U.S. president to reinstate Selective Service registration ?
3169,NUM,date," On which dates does the running of the bulls occur in Pamplona , Spain ?"
3170,HUM,ind, What was the name of the lawyer who represented Randy Steven Craft ?
3171,DESC,desc, What happens to used motor oil ?
3172,ENTY,word, What is the most commonly used 1 letter word in the English language ?
3173,HUM,ind, What actress 's autobiography is titled Shelley 
3174,NUM,count, How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?
3175,DESC,manner, How did the 7th inning stretch get started ?
3176,HUM,ind, Who lived on the shores of the Gitchee Gumee River ?
3177,ENTY,other, What did Tristan come back as ?
3178,LOC,country, What country will hit the year 2 first ?
3179,ENTY,color, What colors make up a rainbow ?
3180,ENTY,event, What war did Johnny Reb and Billy Yank fight ?
3181,HUM,ind, Who is section manager for guidance and control systems at JPL ?
3182,HUM,ind, What is Goldfinger 's first name ?
3183,LOC,other, What square is the geographical center of London ?
3184,HUM,ind, Which of the following famous people does not paint as a hobby ?
3185,LOC,city, What is the most populated city in the world ?
3186,NUM,count, How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?
3187,NUM,money, What is the cost of the drugs used in tuberculosis treatments ?
3188,ABBR,exp, What does JESSICA mean ?
3189,ENTY,event, What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?
3190,ENTY,instru, Ray Charles is best known for playing what instrument ?
3191,LOC,other, Where did Victor Hugo spend his exile ?
3192,DESC,desc," What was Nine Tailors , the television show from 1974 , about ?"
3193,DESC,manner, How does the Elongated Man know a mystery is afoot ?
3194,ENTY,food, What food of the three bears did Goldilocks eat ?
3195,DESC,def, What is Boston Kreme ?
3196,HUM,ind, Who should I call to get a tour of the New York Stock Exchange ?
3197,NUM,count, How many airline schools are there in the U.S. ?
3198,HUM,ind," What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?"
3199,DESC,def, What is a swatch ?
3200,DESC,def, What does Ouija mean ?
3201,NUM,count, How many major Nazi leaders went on trial after the war at Nuremberg ?
3202,ENTY,animal, What kind of fish is a coney ?
3203,LOC,state, What state did Helen Keller call home ?
3204,HUM,ind, What was the name of the director of the movie `` Jaws '' ?
3205,DESC,desc, What steps can be taken to prevent diabetes ?
3206,DESC,desc, What were the first words spoken on a film sound track ?
3207,NUM,date, What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?
3208,LOC,country, What country 's royal house is Bourbon-Parma ?
3209,ENTY,cremat, What film was Jude Law in ?
3210,HUM,ind, Who portrayed W.C. Fields in the film W.C. Fields and Me ?
3211,ENTY,other, What were the ceremony traditions like during the Elizabethian times ?
3212,HUM,gr, Which college did Dikembe Mutombo play basketball at ?
3213,ENTY,dismed, What is a fear of going to bed ?
3214,DESC,desc, Where did the saying `` rule of thumb '' come from ?
3215,DESC,reason, Why does sound travel quicker through water than air ?
3216,NUM,money, How much money does the Sultan of Brunei have ?
3217,LOC,country, What country would you visit to ski in the Dolomites ?
3218,NUM,date, What month 's third weekend is the Monterey Jazz Festival held on ?
3219,DESC,def, What is the `` Global Economy '' ?
3220,HUM,ind, Who built the first successful stern wheel steamboat ?
3221,DESC,def, What is a caul ?
3222,HUM,ind, Who was Hitler 's minister of propaganda ?
3223,HUM,ind, Who was the first doctor to successfully transplant a liver ?
3224,DESC,def, What does the theory of quantum leaps mean in simpler terms ?
3225,DESC,def, What is a bone marrow transplant ?
3226,DESC,desc, What is the difference between a classical and an acoustic guitar ?
3227,LOC,city, What African capital is named for a U.S. president ?
3228,ENTY,lang, What is the name of a language spoken by the Sioux ?
3229,LOC,other, What Mediterranean island is home to the first Club Med ?
3230,ENTY,other, What does an edentulous smile lack ?
3231,ENTY,dismed, What is a fear of jealousy ?
3232,LOC,other, Where can you find the Venus flytrap ?
3233,ENTY,cremat, What is the largest sculpture in the world ?
3234,NUM,date, When was John D. Rockefeller born ?
3235,LOC,other, What building built in 18 contains 327 miles of book shelves ?
3236,DESC,def, What is home banking ?
3237,ENTY,cremat, What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?
3238,HUM,ind, Who was the lawyer for Randy Steven Craft ?
3239,DESC,manner, How do hermit crabs reproduce ?
3240,HUM,ind, Who is reputed to be the greatest maker of violins ?
3241,DESC,manner, How do you stop junk snail mail ?
3242,HUM,ind, What future Soviet dictator was training to be a priest when he got turned on to Marxism ?
3243,NUM,period, How long does James Bond like his eggs boiled ?
3244,LOC,city, What U.S. city 's skyline boasts the Gateway Arch ?
3245,LOC,other, Where is Belize located ?
3246,ENTY,termeq, What 's the common name for a Japanese dwarf tree ?
3247,ENTY,cremat, What did Thomas Paine write ?
3248,HUM,ind, Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?
3249,HUM,ind, Who was the first jockey to ride two Triple Crown winners ?
3250,ENTY,cremat, What Lewis Carroll book introduced Humpty Dumpty to the world ?
3251,HUM,ind, Who wrote Brave New World ?
3252,LOC,state, What state does Charles Robb represent ?
3253,DESC,def, What is hydroelectricity ?
3254,NUM,count, How many people are taller than 7 feet ?
3255,HUM,ind, Who wrote Unsafe at Any Speed ?
3256,NUM,count, How many islands make up Antigua ?
3257,DESC,manner, How does an abacus work ?
3258,DESC,reason, What causes rust ?
3259,ENTY,dismed, What is the fear of the computer called ?
3260,ENTY,techmeth, What is a technique popularly used to detect birth defects ?
3261,LOC,state," What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?"
3262,HUM,ind, What British commander surrendered to George Washington at Yorktown in 1781 ?
3263,DESC,desc," What according to the Kinsey Institute , is the sexual preference of four percent of American males ?"
3264,HUM,ind," Who created the World Wide Web , WWW ?"
3265,ENTY,techmeth, What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?
3266,HUM,ind, What is the name of the president of Garmat U.S.A ?
3267,ENTY,cremat," What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?"
3268,HUM,ind, Who were leaders of the Byzantine empire ?
3269,HUM,ind, Who was the first President to appoint a woman to head a cabinet ?
3270,DESC,def, What is splatterpunk ?
3271,DESC,desc, What is the orgin of xoxoxox ?
3272,HUM,gr, Who built the first pyramid ?
3273,LOC,country, What southeast Asian country has the Wang River joining the Ping River at Tak ?
3274,LOC,city," What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?"
3275,ENTY,color, What color tennis balls are used at Wimbledon ?
3276,ENTY,termeq, What is a 2-sided object called ?
3277,HUM,gr, Name a French fascist party .
3278,ENTY,event, Name the French historical period during the reign of Napoleon III .
3279,ENTY,cremat, What movie has made the most money ?
3280,DESC,def, What is time ?
3281,NUM,count, How many states have a lottery ?
3282,LOC,city," What is the name of the largest city in Chile , South America ?"
3283,ENTY,other, What are you caught in if a haboob blows up ?
3284,NUM,perc, What ratio of children of ages between two and eleven watch ` The Simpsons ' ?
3285,NUM,count, How many cities are there in Utah ?
3286,HUM,gr, What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?
3287,NUM,count, How many visitors go to the Vatican each year ?
3288,NUM,other, What is the population of Mexico ?
3289,DESC,manner, How do you get silly putty out of fabric ?
3290,LOC,other, What is the best online games site ?
3291,DESC,reason, Why is the word `` abbreviation '' so long ?
3292,NUM,date, What century did art 's Romantic Period begin in ?
3293,NUM,count, How many spaces follow a period at the end of a sentence ?
3294,DESC,def, What is a cake of soap ?
3295,NUM,date, In what year was the Berlin Wall erected ?
3296,NUM,weight, What is the weight of a teaspoon of matter in a black hole ?
3297,NUM,weight, What is the approximate weight of a teaspoon of matter in a black hole ?
3298,ABBR,exp, What does MSG stand for ?
3299,LOC,other, On what avenue is the original Saks department store located ?
3300,LOC,other, Where does the song Anything Goes take place ?
3301,LOC,other, Where was the first zoo in the U.S. ?
3302,NUM,dist, How far is Yaroslavl from Moscow ?
3303,ENTY,other, What is April 's gemstone ?
3304,HUM,ind, What is the present Pope named ?
3305,HUM,ind, Who is the nebbish that is Marvel 's official mascot ?
3306,ENTY,food, What powdered soft drink mix went into space ?
3307,ENTY,other, What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?
3308,ENTY,lang, What is one of the languages spoken by the Sioux called ?
3309,NUM,count, How many bytes are in a terabyte ?
