,A,B,C
3405,HUM,ind,"[what, was, the, man, 's, name, who, was, killed, in, a, duel, with, aaron, burr, ?]"
3406,ENTY,other,"[what, did, louis, cartier, invent, for, aviator, santos, dumont, in, 1940, ?]"
3407,NUM,money,"[what, will, the, california, gas, tax, be, in, the, year, 2000, ?]"
3408,LOC,city,"[what, city, is, served, by, tempelhol, airport, ?]"
3409,HUM,ind,"[who, directed, the, first, woody, woodpecker, cartoon, ?]"
3410,ABBR,exp,"[cnn, is, an, acronym, for, what, ?]"
3411,DESC,desc,"[what, is, the, origin, of, the, name, igor, ?]"
3412,ENTY,cremat,"[what, was, the, first, gilbert, and, sullivan, opera, ?]"
3413,HUM,ind,"[what, two, historical, figures, ,, who, fought, each, other, in, a, famous, battle, ,, each, have, a, food, named, after, them, ?]"
3414,LOC,other,"[where, in, the, united, states, do, people, live, the, longest, ?]"
3415,LOC,country,"[what, country, in, 1998, had, the, most, suicides, regardless, of, population, size, ?]"
3416,NUM,money,"[what, is, the, price, for, tuberculosis, drugs, ?]"
3417,NUM,money,"[what, was, the, first, minimum, wage, ?]"
3418,DESC,desc,"[what, is, the, difference, between, a, college, and, a, university, ?]"
3419,ENTY,substance,"[what, substance, did, joseph, priestley, name, for, its, ability, to, erase, pencil, marks, ?]"
3420,DESC,desc,"[what, are, the, limits, to, ``, self-defense, ?, '']"
3421,DESC,manner,"[how, can, i, get, my, product, licensed, by, the, nba, ?]"
3422,ENTY,food,"[what, fast, food, is, prepared, with, a, ``, secret, blend, of, 11, herbs, and, spices, ?, '']"
3423,DESC,desc,"[what, effect, does, a, prism, have, on, light, ?]"
3424,NUM,count,"[how, many, people, lived, in, nebraska, in, the, mid, 1900s, ?]"
3425,DESC,def,"[what, is, software, piracy, ?]"
3426,NUM,date,"[what, year, was, janet, jackson, 's, first, album, released, ?]"
3427,DESC,manner,"[how, do, you, calculate, the, change, in, enthalpy, of, a, chemical, reaction, ?]"
3428,HUM,ind,"[name, of, heroine, in, ``, scruples, '', ?]"
3429,NUM,count,"[how, many, movies, has, drew, barrymore, been, in, ?]"
3430,HUM,ind,"[what, tv, character, sired, a, horse, named, thunder, ?]"
3431,DESC,desc,"[what, are, some, children, 's, rights, ?]"
3432,LOC,other,"[what, is, the, name, of, the, planet, that, the, ewoks, live, on, ?]"
3433,HUM,ind,"[what, baseball, player, was, known, as, charley, hustle, ?]"
3434,HUM,ind,"[who, killed, lee, harvey, oswald, ?]"
3435,ENTY,symbol,"[what, 's, the, symbol, for, the, zodiacal, sign, gemini, ?]"
3436,HUM,desc,"[who, was, red, grange, ?]"
3437,HUM,gr,"[what, hockey, team, did, wayne, gretzky, play, for, ?]"
3438,ENTY,event,"[what, series, of, trials, followed, world, war, ii, ?]"
3439,HUM,gr,"[what, ivy, league, school, plays, its, home, games, at, palmer, stadium, ?]"
3440,HUM,ind,"[who, invented, the, fax, machine, ?]"
3441,NUM,dist,"[how, wide, is, the, atlantic, ocean, ?]"
3442,DESC,manner,"[how, is, the, element, strontium, purified, ?]"
3443,ENTY,termeq,"[what, was, the, eighth, day, following, the, nones, in, each, month, of, the, roman, calendar, called, ?]"
3444,HUM,ind,"[who, wrote, the, poem, that, starts, ``, i, love, your, lips, when, they, 're, wet, with, wine, and, red, with, a, warm, desire, '', ?]"
3445,HUM,ind,"[what, singer, 's, theme, song, was, when, the, moon, comes, over, the, mountain, ?]"
3446,DESC,manner,"[how, did, peabody, and, sherman, travel, through, time, ?]"
3447,HUM,desc,"[who, was, santos-dumont, ?]"
3448,NUM,count,"[how, many, meters, are, in, a, mile, ?]"
3449,ENTY,dismed,"[what, is, a, fear, of, money, ?]"
3450,NUM,count,"[about, how, many, soldiers, died, in, world, war, ii, ?]"
3451,HUM,ind,"[who, is, rocky, 's, and, bullwinkle, 's, ever-lost, friend, ?]"
3452,HUM,desc,"[who, is, robin, williams, ?]"
3453,HUM,ind,"[who, thought, he, 'd, never, see, a, poem, lovely, as, a, tree, ?]"
3454,HUM,ind,"[who, created, ``, the, muppets, '', ?]"
3455,DESC,manner,"[how, do, you, make, dumplings, ?]"
3456,LOC,other,"[what, celestial, body, has, a, diameter, of, 864, ,, 000, miles, ?]"
3457,ENTY,termeq,"[the, operating, system, that, runs, on, ibm-compatible, machines, is, called, what, ?]"
3458,HUM,gr,"[what, was, the, ventura, county, police, department, that, seized, the, county, 's, largest, amount, of, cocaine, ever, ?]"
3459,ENTY,animal,"[what, is, the, name, of, the, family, circus, 's, dog, ?]"
3460,ENTY,other,"[what, did, martin, luther, post, on, the, church, door, at, wittenberg, ?]"
3461,DESC,def,"[what, is, the, meaning, of, the, name, kathryn, ?]"
3462,HUM,ind,"[name, one, of, the, major, gods, of, hinduism, .]"
3463,LOC,country,"[what, country, borders, denmark, to, the, south, ?]"
3464,DESC,desc,"[what, should, you, do, for, an, ankle, sprain, ?]"
3465,ENTY,other,"[what, dropped, 1, ,, 313, feet, in, 1980, ?]"
3466,ENTY,dismed,"[what, is, the, name, of, the, vaccine, for, chicken, pox, ?]"
3467,HUM,ind,"[what, two, us, biochemists, won, the, nobel, prize, in, medicine, in, 1992, ?]"
3468,HUM,gr,"[what, record, company, was, formed, by, herb, alpert, and, jerry, moss, ?]"
3469,LOC,other,"[where, do, you, find, the, answers, for, all, these, questions, ?]"
3470,DESC,def,"[what, is, thermal, equilibrium, ?]"
3471,ENTY,termeq,"[what, is, a, term, for, behavior, ,, appearance, ,, or, expression, that, violates, the, accepted, standards, of, sexual, morality, ?]"
3472,HUM,gr,"[what, fast-food, magnate, 's, initials, graced, the, left, sleeve, of, the, san, diego, padres, ', baseball, uniforms, in, 1984, ?]"
3473,DESC,desc,"[what, is, the, origin, of, the, typing, practice, sentence, ``, now, is, the, time, for, all, good, men, to, come, to, the, aid, of, their, country, '', ?]"
3474,NUM,count,"[how, many, neurons, are, in, the, human, brain, ?]"
3475,ENTY,dismed,"[what, is, a, fear, of, reptiles, ?]"
3476,ENTY,cremat,"[what, does, knight, ridder, publish, ?]"
3477,LOC,city,"[what, city, is, ., kdge, radio, located, in, ?]"
3478,ENTY,other,"[what, can, one, see, in, reims, ?]"
3479,DESC,manner,"[how, is, an, executioner, determined, ?]"
3480,LOC,city,"[what, city, was, bobby, kennedy, assassinated, in, ?]"
3481,ENTY,other,"[what, 's, the, highest, possible, bid, in, contract, bridge, ?]"
3482,DESC,def,"[what, is, the, medical, condition, of, hypertension, ?]"
3483,LOC,other,"[what, london, museum, features, a, chamber, of, horrors, ?]"
3484,LOC,city,"[what, city, is, served, by, mccarren, airport, ?]"
3485,NUM,count,"[how, many, lakes, are, there, on, the, earth, ?]"
3486,DESC,def,"[what, is, doegs, ?]"
3487,HUM,ind,"[who, else, was, considered, for, the, role, of, luke, skywalker, when, george, lucas, was, casting, for, star, wars, ?]"
3488,NUM,period,"[how, long, does, a, fly, live, ?]"
3489,ENTY,religion,"[what, two, major, world, religions, began, in, india, ?]"
3490,NUM,weight,"[how, many, pounds, are, there, in, a, stone, ?]"
3491,ENTY,dismed,"[what, kind, of, poisoning, is, known, as, plumbism, ?]"
3492,ENTY,other,"[what, is, the, greatest, source, of, ``, white, '', magic, in, the, marvel, universe, ?]"
3493,DESC,manner,"[how, do, i, find, if, my, relatives, were, on, the, trail, of, tears, ?]"
3494,NUM,other,"[what, amount, of, folic, acid, should, an, expectant, mother, take, daily, ?]"
3495,DESC,manner,"[how, do, you, select, wine, ?]"
3496,HUM,ind,"[who, was, the, king, who, signed, the, magna, carta, ?]"
3497,NUM,count,"[how, many, miles, is, it, from, frankfurt, ,, germany, to, salzburg, ,, austria, ?]"
3498,NUM,count,"[how, many, chairs, are, shown, in, vincent, van, gogh, 's, 188, work, the, artist, 's, room, in, arles, ?]"
3499,ENTY,dismed,"[what, is, a, fear, of, stings, ?]"
3500,ENTY,cremat,"[jude, law, was, in, what, movie, ?]"
3501,LOC,state,"[what, state, on, the, gulf, of, mexico, has, its, lowest, point, five, feet, below, sea, level, ?]"
3502,ENTY,veh,"[what, was, the, name, of, robert, fulton, 's, most, famous, steamboat, ?]"
3503,LOC,other,"[where, can, i, find, a, case, on, americans, with, disabilities, act, of, 199, ?]"
3504,HUM,ind,"[who, is, the, leader, of, india, ?]"
3505,HUM,ind,"[who, is, the, prophet, that, is, most, connected, to, the, dead, sea, ?]"
3506,NUM,perc,"[what, are, the, chances, of, pregnacy, if, the, penis, does, not, penetrate, the, vagina, ?]"
3507,DESC,def,"[what, is, infomatics, ?]"
3508,DESC,reason,"[what, is, the, purpose, of, bios, ?]"
3509,LOC,other,"[where, is, the, keck, telescope, ?]"
3510,ENTY,cremat,"[what, is, the, name, of, the, kids, ', show, from, canadian, public, tv, with, the, singing, pineapple, ?]"
3511,LOC,other,"[where, are, the, apartments, in, saint, john, ,, new, brunswick, ?]"
3512,HUM,ind,"[who, wrote, ``, the, pit, and, the, pendulum, '', ?]"
3513,LOC,country,"[what, country, did, the, mau, mau, uprising, take, place, in, ?]"
3514,LOC,other,"[what, are, some, good, medical, sites, for, information, ?]"
3515,ENTY,other,"[what, does, a, resurrectionist, steal, ?]"
3516,DESC,reason,"[why, did, the, shea, &, gould, law, firm, leave, los, angeles, ?]"
3517,HUM,gr,"[what, is, the, best, art, and, design, school, in, the, world, ?]"
3518,ENTY,food,"[what, two, vegetables, are, combined, in, succotash, ?]"
3519,HUM,ind,"[who, is, the, incredible, hulk, in, reality, ?]"
3520,ABBR,exp,"[what, does, nasa, stand, for, ?]"
3521,ENTY,dismed,"[which, infectious, disease, kills, the, most, people, worldwide, ?]"
3522,NUM,date,"[what, month, did, the, edmund, fitzgerald, sink, ?]"
3523,HUM,gr,"[what, manufacturers, are, there, in, texas, ?]"
3524,HUM,ind,"[who, are, the, presidents, of, mexico, and, indonesia, ?]"
3525,HUM,ind,"[who, played, al, jolson, in, the, jolson, story, ?]"
3526,DESC,def,"[what, is, a, pig, in, a, poke, ?]"
3527,LOC,other,"[where, were, the, 196, summer, olympics, held, ?]"
3528,LOC,other,"[where, is, los, vegas, ?]"
3529,LOC,country,"[name, the, country, which, honecker, lived, in, .]"
3530,LOC,state,"[what, u.s., state, are, the, finger, lakes, in, ?]"
3531,DESC,def,"[what, is, a, cullion, ?]"
3532,LOC,city,"[what, are, the, ten, safest, american, cities, for, pedestrians, ?]"
3533,HUM,ind,"[what, tv, detective, did, craig, stevens, play, ?]"
3534,DESC,reason,"[what, are, the, most, common, causes, of, death, in, the, u.s., ?]"
3535,LOC,other,"[where, can, i, find, a, picture, of, a, blue, meanie, ?]"
3536,HUM,gr,"[what, university, fired, angela, davis, ?]"
3537,LOC,state,"[what, u.s., state, does, the, continental, divide, leave, to, enter, canada, ?]"
3538,HUM,ind,"[in, the, past, 8, years, who, have, the, mvp, players, for, the, nhl, been, ?]"
3539,ENTY,other,"[in, ad, 999, ,, what, sort, of, celebrations, ,, fears, ,, were, there, ?]"
3540,HUM,ind,"[who, played, emperor, palpatine, in, star, wars, ?]"
3541,LOC,other,"[what, 's, the, name, of, the, wilkes, plantation, in, gone, with, the, wind, ?]"
3542,DESC,reason,"[why, is, the, universe, flat, ,, if, it, started, by, an, explosion, ,, shouldn, 't, it, be, a, sphere, ?]"
3543,LOC,other,"[where, is, the, statistical, abstract, of, the, united, states, online, ?]"
3544,DESC,def,"[what, is, barnstorming, ?]"
3545,ENTY,animal,"[what, 's, the, dumbest, domesticated, animal, ?]"
3546,DESC,desc,"[what, was, the, importance, of, magellan, ?]"
3547,NUM,date,"[when, was, the, brandenburg, gate, in, berlin, built, ?]"
3548,DESC,manner,"[what, do, i, have, to, do, to, get, good, grades, in, school, ?]"
3549,HUM,ind,"[whose, husbands, have, included, conrad, hilton, jr., ,, and, michael, wilding, ?]"
3550,ABBR,abb,"[what, does, the, number, ``, 5, '', stand, for, on, fubu, clothing, ?]"
3551,HUM,ind,"[who, is, king, in, alley, oop, 's, home, of, moo, ?]"
3552,ENTY,food,"[what, four, tastes, can, a, human, distinguish, ?]"
3553,HUM,gr,"[what, is, ``, the, airline, built, for, professional, travelers, '', ?]"
3554,ENTY,veh,"[what, two, vessels, fought, the, first, sea, battle, between, iron-covered, ships, ?]"
3555,NUM,count,"[how, much, of, the, silver, production, is, manufactured, by, independent, silversmiths, ?]"
3556,NUM,perc,"[what, percentage, of, the, silver, production, is, done, by, independent, silversmiths, ?]"
3557,DESC,desc,"[what, is, the, origin, of, the, term, ``, buffalo, wings, '', that, is, used, as, a, menu, item, in, bars, across, the, nation, for, chicken, wings, in, a, spicey, sauce, ?]"
3558,NUM,date,"[what, date, is, boxing, day, ?]"
3559,NUM,count,"[how, many, inches, tall, is, stuart, little, at, birth, ?]"
3560,ENTY,cremat,"[what, 1953, film, won, frank, sinatra, a, best, supporting, actor, oscar, ?]"
3561,NUM,count,"[how, many, stradivarius, violins, were, ever, made, ?]"
3562,DESC,desc,"[what, type, of, childhood, did, jules, verne, have, ?]"
3563,HUM,ind,"[who, invented, the, stock, ticker, in, 1870, ?]"
3564,DESC,def,"[what, is, a, leper, ?]"
3565,LOC,other,"[what, was, einstein, 's, birthplace, ?]"
3566,ENTY,other,"[what, was, george, washington, afraid, of, ?]"
3567,NUM,date,"[what, century, 's, the, setting, for, tv, 's, the, adventures, of, robin, hood, ?]"
3568,HUM,ind,"[who, wrote, the, bible, ?]"
3569,ENTY,cremat,"[what, are, the, top, 5, fiction, books, of, all, time, ?]"
3570,DESC,def,"[what, are, the, ``, star, wars, '', satellites, ?]"
3571,HUM,desc,"[who, is, henry, butler, ?]"
3572,NUM,money,"[what, debts, did, qintex, group, leave, ?]"
3573,HUM,ind,"[which, u.s., president, is, buried, in, washington, ,, d.c., ?]"
3574,ENTY,termeq,"[what, is, the, term, for, someone, who, hates, mankind, ?]"
3575,ENTY,other,"[what, did, san, francisco, 's, milt, harper, grow, that, measured, 24, inches, from, tip, to, tip, in, 1974, ?]"
3576,HUM,gr,"[what, college, did, dikembe, mutombo, play, basketball, for, ?]"
3577,LOC,other,"[where, are, the, austerlitz, and, victor, hugo, subway, stops, ?]"
3578,LOC,other,"[where, did, ty, cobb, grow, up, ?]"
3579,DESC,def,"[what, is, a, philanthropist, ?]"
3580,DESC,def,"[what, is, a, portal, ?]"
3581,ENTY,cremat,"[what, tom, wolfe, book, is, about, the, mercury, astronauts, ?]"
3582,ENTY,food,"[what, cooking, oil, has, ``, corn, goodness, '', ?]"
3583,NUM,money,"[what, is, the, per-capita, income, of, colombia, ,, south, america, ?]"
3584,NUM,count,"[how, many, types, of, cheese, are, there, in, france, ?]"
3585,NUM,count,"[how, many, ``, eyes, '', does, a, coconut, have, ?]"
3586,NUM,count,"[how, many, websites, are, there, in, the, world, ?]"
3587,ENTY,termeq,"[what, is, the, term, that, describes, a, word, where, only, one, usage, has, been, recorded, in, all, literature, ?]"
3588,HUM,gr,"[who, made, the, first, airplane, ?]"
3589,ENTY,techmeth,"[what, measures, did, clinton, take, to, avoid, the, draft, ?]"
3590,ENTY,termeq,"[what, are, ``, darning, needles, '', and, ``, horse, stingers, '', better, known, as, ?]"
3591,NUM,count,"[how, many, points, is, a, disk, in, the, center, hole, worth, in, crokinole, ?]"
3592,DESC,manner,"[how, do, websites, like, yahoo, and, excite, make, money, ?]"
3593,LOC,other,"[what, general, direction, does, the, journey, in, around, the, world, in, 80, days, proceed, in, ?]"
3594,DESC,manner,"[how, do, they, produce, vitamins, ?]"
3595,HUM,ind,"[the, lawyer, who, represented, randy, craft, ,, what, was, his, name, ?]"
3596,ENTY,food,"[what, do, penguins, eat, ?]"
3597,HUM,gr,"[what, organization, is, the, security, council, a, part, of, ?]"
3598,LOC,mount,"[what, is, new, england, 's, highest, mountain, ?]"
3599,ENTY,cremat,"[what, tv, station, did, mary, richards, work, for, ?]"
3600,DESC,def,"[what, does, idle, mean, ?]"
3601,DESC,reason,"[what, was, the, claim, to, fame, of, the, football, game, that, saw, fordham, defeat, waynesburg, state, 12601, on, september, 3, ,, 1939, ?]"
3602,DESC,def,"[what, is, a, serigraph, ?]"
3603,ENTY,sport,"[what, football, bowl, game, 's, first, queen, was, hallie, woods, ?]"
3604,HUM,ind,"[who, was, the, first, black, to, be, head, coach, of, a, major, league, pro, sports, team, ?]"
3605,HUM,desc,"[who, is, john, macarthur, ,, 1767-1834, ?]"
3606,NUM,date,"[what, year, did, the, war, of, 1812, begin, ?]"
3607,ENTY,animal,"[what, racehorse, won, an, associated, press, poll, as, the, greatest, horse, of, the, 20th, century, ?]"
3608,DESC,desc,"[what, are, the, words, to, the, cd, eminem, 's, ,, or, slim, shady, ,, ``, my, name, is, '', ?]"
3609,ENTY,termeq,"[what, does, final, four, refer, to, in, the, sports, world, ?]"
3610,HUM,desc,"[who, is, peter, weir, ?]"
3611,ENTY,cremat,"[what, medium, is, stuart, hamblen, the, first, singing, cowboy, in, ?]"
3612,DESC,def,"[what, is, the, meaning, of, ``, subaru, ?, '']"
3613,NUM,count,"[how, many, verses, are, in, the, bible, ?]"
3614,DESC,def,"[what, is, endometriosis, ?]"
3615,DESC,def,"[what, is, a, geoscientist, ?]"
3616,HUM,ind,"[what, robust, u.s., president, imported, his, own, instructor, after, seeing, a, judo, match, ?]"
3617,ENTY,food,"[what, are, all, the, different, types, of, pizza, ?]"
3618,DESC,reason,"[from, what, cause, does, tuberculosis, stem, ?]"
3619,LOC,country,"[in, what, nation, is, edessa, located, nowadays, ?]"
3620,LOC,country,"[name, a, country, that, is, developing, a, magnetic, levitation, railway, system, ?]"
3621,ABBR,exp,"[what, does, btu, mean, ?]"
3622,HUM,gr,"[what, government, department, did, the, untouchables, work, for, ?]"
3623,ENTY,food,"[what, drink, is, made, up, of, rum, ,, coconut, milk, and, pineapple, ?]"
3624,DESC,def,"[what, is, the, vdrl, test, of, blood, ?]"
3625,NUM,code,"[what, seven, digits, follow, the, area, code, in, the, number, for, long, distance, information, ?]"
3626,HUM,ind,"[what, was, the, player, 's, name, who, played, nose, tackle, for, the, eagles, in, super, bowl, xv, ?]"
3627,LOC,other,"[where, is, the, largest, dam, in, the, world, ?]"
