A,C,B
HUM, What well-known music personality is the father of an adopted son named Hans Christian Henderson ?,1
HUM, What were Babe Ruth 's Christian names ?,1
HUM, What were the last names of gangsters Bonnie and Clyde ?,1
HUM, What wild and crazy guy wrote a book called Cruel Shoes ?,1
HUM," What woman has carried the most multiple births , twins , triplets , etc. , ?",1
HUM, What woman pitcher has struck out Ted Williams and Hank Aaron ?,1
HUM, What woman was Time 's Man of the Year for 1952 ?,1
HUM, What wrestling star became `` The Incredible Hulk '' ?,1
HUM, What writer is famous for physically putting himself into the center of his subject matter ?,1
HUM, What writer-journalist made his mark describing colorful Broadway and underworld characters ?,1
HUM," When Mighty Mouse was conceived , what was his original name ?",1
HUM," When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?",1
HUM," When not adventuring on Rann , what does Adam Strange call his profession ?",1
HUM," When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?",1
HUM, Which Bloom County resident wreaks havoc with a computer ?,1
HUM, Which Bourbon king was restored to the French throne during Napoleon 's abdication ?,1
HUM, Which Doonesbury character was likely to turn into a werewolf ?,1
HUM, Which German president was pressured into appointing Hitler chancellor in 1933 ?,1
HUM, Which Japanese car maker had its biggest percentage of sale in the domestic market ?,1
HUM, Which NBA players had jersey number 0 ?,1
HUM, Which Rockefeller was sometimes called `` JDR3 '' ?,1
HUM," Which U.S. President is buried in Washington , D.C. ?",1
HUM, Which Ventura County police department seized the largest cocaine shipment in it 's history ?,1
HUM, Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,1
HUM, Which classical Spanish writer said `` All that glitters is not gold '' ?,1
HUM, Which college did Dikembe Mutombo attend ?,1
HUM, Which college did Dikembe Mutombo play basketball at ?,1
HUM, Which college did Dikembe Mutombo play basketball for ?,1
HUM, Which company claimed to be `` the world 's biggest toy store '' ?,1
HUM, Which company created the Internet browser Mosaic ?,1
HUM, Which company that manufactures video-game hardware sells the `` super system '' ?,1
HUM, Which former Ku Klux Klan member won an elected office in the U.S. ?,1
HUM, Which glamorous actress is a close friend of Dick Tracy ?,1
HUM, Which high schools are included in the South Florida Ice Hockey league ?,1
HUM, Which is the only Dick Tracy villain to appear three times ?,1
HUM, Which king signed the Magna Carta ?,1
HUM, Which major diamond producer is based in South Africa ?,1
HUM, Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?,1
HUM, Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?,1
HUM, Which of the Seven Dwarfs comes first alphabetically ?,1
HUM, Which of the following TV newsmen was a Rhodes scholar ?,1
HUM, Which of the following actors worked in New York 's Yiddish Theater ?,1
HUM, Which of the following celebrities started his show-biz career as a disc jockey ?,1
HUM, Which of the following celebrities was not born in Philadelphia ?,1
HUM, Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ?,1
HUM, Which of the following famous people does not paint as a hobby ?,1
HUM, Which of the following men was not married to Rita Hayworth ?,1
HUM, Which of the following people is not associated with Andy Warhol ?,1
HUM, Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?,1
HUM, Which of the following was Rhodes Scholar ?,1
HUM, Which of these are authors ?,1
HUM, Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?,1
HUM, Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,1
HUM, Which organization is the Security Council a part of ?,1
HUM, Which police department made the all-time biggest cocaine bust in Ventura County ?,1
HUM, Which police department made the largest cocaine seizure ever in Ventura County ?,1
HUM, Which presidents of the USA were Masons ?,1
HUM, Which radio stations air the Jim Bohannon Radio Talk Show ?,1
HUM, Which team won the Super Bowl in 1968 ?,1
HUM, Which two inventors invented Post-its ?,1
HUM, Who 's The King of Swing ?,1
HUM, Who 's baby was Sweet Pea on the Popeye cartoon ?,1
HUM, Who 's played the most games for the New York Yankees ?,1
HUM, Who 's the founder and editor of The National Review ?,1
HUM, Who 's the lead singer of the Led Zeppelin band ?,1
HUM, Who 's the only U.S. president to have won a Pulitzer Prize ?,1
HUM, Who 's the only man to have won the Olympic decathlon twice ?,1
HUM, Who 's the only president buried in Washington,1
HUM, Who 's the twin brother of the Greek goddess Artemis ?,1
HUM, Who 's won the most Oscars for costume design ?,1
HUM, Who accompanied Space Ghost on his missions ?,1
HUM, Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,1
HUM, Who appointed the chair of the Federal Reserve ?,1
HUM, Who are Woody Woodpecker 's niece and nephew ?,1
HUM, Who are cartoondom 's Super Six ?,1
HUM, Who are the Challengers of the Unknown ?,1
HUM, Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?,1
HUM, Who are the presidents of Mexico and Indonesia ?,1
HUM, Who are the top 10 richest people in the world ?,1
HUM, Who are the top ten richest people in the world ?,1
HUM, Who are the two sons of Ozzie and Harriet Nelson ?,1
HUM, Who asked the musical question ,1
HUM, Who asked you to do the Loco-Motion with her in 1962 ?,1
HUM, Who awarded The Flying Fickle Finger of Fate ?,1
HUM, Who banned Peter Rose from baseball for betting on games ?,1
HUM, Who became president of the U.S. in 1789 ?,1
HUM, Who bestowed great power upon Captain Britain ?,1
HUM, Who betrayed Norway to the Nazis ?,1
HUM, Who built the first pyramid ?,1
HUM, Who built the first successful stern wheel steamboat ?,1
HUM," Who came up with the name , El Nino ?",1
HUM," Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",1
HUM, Who claimed to be the world 's most perfectly-developed man ?,1
HUM, Who claims to have the greatest show on earth ?,1
HUM, Who co-starred with Julie Andrews in Mary Poppins ?,1
HUM, Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?,1
HUM, Who commanded the French forces at the Battle of Orleans ?,1
HUM, Who comprised the now-defunct comic book team known as the Champions ?,1
HUM, Who created Big Ben ?,1
HUM," Who created Billy Pilgrim , a survivor of the Dresden firestorm ?",1
HUM, Who created Dennis the Menace ?,1
HUM, Who created Harry Lime ?,1
HUM, Who created Maudie Frickett ?,1
HUM, Who created `` The Muppets '' ?,1
HUM, Who created private detective Philip Marlowe ?,1
HUM," Who created the Fantastic Four , Hulk , and Thor ?",1
HUM," Who created the World Wide Web , WWW ?",1
HUM, Who created the character James Bond ?,1
HUM, Who created the character of Scrooge ?,1
HUM," Who created the comic strip , `` Garfield '' ?",1
HUM, Who created the monster in Mary Shelley 's novel Frankenstein ?,1
HUM, Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,1
HUM, Who declared ,2
HUM," Who delivered his last newscast on March 6 , 1981 ?",1
HUM, Who designed London Bridge ?,1
HUM, Who developed potlatch ?,1
HUM, Who developed the first polio vaccine ?,1
HUM," Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",1
HUM, Who did Bobby Fischer beat to win the world chess championship ?,1
HUM, Who did Dita Beard work for ?,1
HUM, Who did Doris Day mean when she said ,1
HUM, Who did Jackie Kennedy commission to write The Death of a President ?,1
HUM, Who did Napolean defeat at Jena and Auerstadt ?,1
HUM, Who did Richard Nixon tender his resignation to ?,1
HUM, Who did Sara Jane Moore try to assassinate ?,1
HUM, Who did Sonny Liston succeed as world heavyweight boxing champion ?,1
HUM, Who did the Seven Mules block for ?,1
HUM, Who died 1 feet from where John F. Kennedy did ?,1
HUM," Who died with more than 1 , 000 U.S. patents to his credit ?",1
HUM, Who directed Citizen Kane ?,1
HUM, Who directed The Wild Bunch ?,1
HUM, Who directed `` Jaws '' ?,1
HUM, Who directed the first Woody Woodpecker cartoon ?,1
HUM, Who discovered electricity ?,1
HUM, Who discovered imaginary numbers ?,1
HUM, Who do Herb and Tootsie live next door to ?,1
HUM," Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?",1
HUM, Who does data collection in tourism ?,1
HUM, Who does the advertizing for Frito-Lay ?,1
HUM, Who does the voices of the Simpsons ?,1
HUM, Who domesticated the wild turkey ?,1
HUM, Who earns their money the hard way ?,1
HUM, Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?,1
HUM, Who established a Viking colony in Greenland about 985 ?,1
HUM, Who famously rode to warn the people of Massachusetts that the British were coming ?,1
HUM, Who fired Maria Ybarra from her position in San Diego council ?,1
HUM, Who first broke the sound barrier ?,1
HUM, Who followed Caesar ?,1
HUM, Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?,1
HUM, Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?,1
HUM, Who found Hawaii ?,1
HUM, Who founded the People 's Temple Commune ?,1
HUM, Who founded the Unification Church ?,1
HUM, Who founded the first aerodynamics laboratory in 1912 ?,1
HUM, Who founded the modern theory of probability ?,1
HUM, Who gave Abbie Hoffman his first dose of LSD ?,1
HUM, Who gave King Arthur the round table ?,1
HUM, Who gave us the `` Rolling Writer '' ?,1
HUM," Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?",1
HUM, Who has more DNA - a man or a woman ?,1
HUM, Who has the only speaking role in `` Silent Movie '' ?,1
HUM, Who has won the most Super Bowls ?,1
HUM, Who headed Hitler 's infamous Gestapo ?,1
HUM, Who held the endurance record for women pilots in 1929 ?,1
HUM, Who holds the NFL record for most touchdowns in a season ?,1
HUM, Who holds the career record for the most major league home runs ?,1
HUM, Who invented Astroturf ?,1
HUM, Who invented Make-up ?,1
HUM, Who invented `` The Muppets '' ?,1
HUM, Who invented baseball ?,1
HUM, Who invented basketball ?,1
HUM, Who invented batteries ?,1
HUM, Who invented panties ?,1
HUM, Who invented silly putty ?,1
HUM, Who invented television ?,1
HUM, Who invented the Moog Synthesizer ?,1
HUM, Who invented the Wonderbra ?,1
HUM, Who invented the electric guitar ?,1
HUM, Who invented the fax machine ?,1
